Tanggal Transaksi,Nama Resto,Tipe Pesanan,Nomor Pesanan,Rating untuk Resto,Review,Nama Menu,Tag yang Dipilih
"Oct 31 2025, 19:41","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3020964937,5,,"Cheese Sauce, Nasi Putih, 1 Ekor Ayam Western, Nasi Kebuli","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 31 2025, 19:15","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3020928856,5,,Paket Berkah 1 Putih,
"Oct 31 2025, 19:10","Ayam Guling Enakko, Raya Kuta",Gofood Delivery,F-3020921738,5,,"1 Ekor Ayam Western, Nasi Kebuli","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_VALUE"
"Oct 31 2025, 18:40","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3020877077,5,,"Paket Mabar 2 Kebuli, Squash Orange, Cheese Sauce",
"Oct 31 2025, 18:32","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3020864691,5,,1 Ekor Ayam Western,"CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_VALUE"
"Oct 31 2025, 17:16","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3020770851,5,,"Cheese Sauce, 1/2 Ekor Ayam Western, Onion Mayo Sauce",
"Oct 31 2025, 17:08","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3020762813,5,,Paket Mabar 4 Putih,
"Oct 31 2025, 17:05","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3020758682,5,,Paket Mabar 4 Mandhi,"CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_VALUE"
"Oct 31 2025, 17:03","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3020756586,5,,"Squash Orange, Paket Berkah 1 Putih","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 31 2025, 17:02","Ayam Guling Enakko, Raya Kuta",Gofood Delivery,F-3020755304,5,,1/2 Ekor Ayam Western,
"Oct 31 2025, 15:32","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3020670683,5,,Paket Berkah 2 Kebuli,
"Oct 31 2025, 15:14","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3020655111,5,,1 Ekor Ayam Original,
"Oct 31 2025, 13:54","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3020584559,3,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_ORDER, CANNED_RESPONSE_CUTLERY_INCORRECT"
"Oct 31 2025, 11:55","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3020445580,5,,"Paket Mabar 1 Kebuli, Paket Berkah 2 Kebuli",
"Oct 31 2025, 10:58","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3020369569,5,,1 Ekor Ayam Western,
"Oct 31 2025, 09:35","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3020286279,5,,"Cheese Sauce, BBQ Sauce, Sambel Korek, Paket Mabar 4 Kebuli, Hot Cheese Sauce",
"Oct 31 2025, 09:21","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3020276084,4,,"Sambel Dower, 1/2 Ekor Ayam Western, Paket Berkah 1 Putih",
"Oct 30 2025, 19:41","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3020015485,5,,"Sambel Ijo, Paket Berkah 3 Mandhi",
"Oct 30 2025, 19:09","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3019969706,5,,Paket Berkah 3 Mandhi,
"Oct 30 2025, 18:24","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3019903605,5,,Paket Berkah 2 Kebuli,
"Oct 30 2025, 18:08","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3019879515,5,,"Paket Duo Original, Sambel Korek",
"Oct 30 2025, 16:19","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3019750560,5,,Paket Berkah 1 Putih,
"Oct 30 2025, 13:56","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3019635967,5,,"Blackpaper Sauce, 1 Ekor Ayam Original, Sambel Korek",
"Oct 30 2025, 12:58","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3019583734,5,,1/2 Ekor Ayam Original,
"Oct 30 2025, 12:56","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3019581440,5,,"Paket Duo Original, Cheese Sauce, Nasi Kebuli","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 30 2025, 11:35","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3019484622,5,,"Sambel Ijo, 1/2 Ekor Ayam Western",
"Oct 30 2025, 10:25","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3019398377,5,,"1 Ekor Ayam Original, Sambel Korek, Nasi Putih",
"Oct 30 2025, 10:24","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3019397939,5,,1 Ekor Ayam Original,
"Oct 30 2025, 10:04","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3019378710,5,,Paket Berkah 2 Kebuli,
"Oct 30 2025, 06:37","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3019287235,5,,"Nasi Putih, 1/2 Ekor Ayam Original",
"Oct 29 2025, 20:01","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3019127608,5,,"BBQ Sauce, 1 Ekor Ayam Western, Cheese Sauce",
"Oct 29 2025, 19:29","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3019087944,5,,"Paket Mabar 1 Mandhi, Nasi Kebuli",
"Oct 29 2025, 16:34","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3018866839,5,,Paket Mabar 2 Kebuli,
"Oct 29 2025, 16:22","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3018856543,5,,"French Fries, Paket Berkah 2 Kebuli",
"Oct 29 2025, 15:34","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3018820089,5,,Paket Berkah 1 Putih,
"Oct 29 2025, 12:53","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3018689732,5,,Paket Mabar 4 Kebuli,
"Oct 29 2025, 12:11","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3018644507,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_PACKAGING"
"Oct 29 2025, 11:24","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3018586691,5,,"Nasi Kebuli, 1/2 Ekor Ayam Original",
"Oct 29 2025, 11:01","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3018557511,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_CUTLERY"
"Oct 29 2025, 11:01","Ayam Guling Enakko, Raya Kuta",Gofood Delivery,F-3018557439,5,,Paket Berkah 1 Putih,
"Oct 29 2025, 10:42","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3018536515,5,,1 Ekor Ayam Western,
"Oct 29 2025, 09:30","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3018477911,5,,1/2 Ekor Ayam Original,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE"
"Oct 29 2025, 08:46","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3018453839,3,,Paket Berkah 2 Kebuli,CANNED_RESPONSE_TASTE
"Oct 29 2025, 08:35","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3018448700,5,,Paket Duo Western,
"Oct 29 2025, 01:29","Ayam Guling Enakko, Raya Kuta",Gofood Delivery,F-3018388079,5,,"Sambel Korek, 1/2 Ekor Ayam Original, Nasi Putih",
"Oct 28 2025, 20:10","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3018261431,5,,1 Ekor Ayam Western,
"Oct 28 2025, 19:48","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3018237114,5,,Paket Mabar 2 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_CUTLERY, CANNED_RESPONSE_VALUE"
"Oct 28 2025, 18:01","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3018086192,5,,Paket Berkah 2 Kebuli,
"Oct 28 2025, 16:48","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3018000670,5,,1 Ekor Ayam Western,
"Oct 28 2025, 15:00","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3017905742,2,,Paket Berkah 1 Putih,
"Oct 28 2025, 13:34","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3017834700,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE"
"Oct 28 2025, 11:39","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3017703936,5,,"Nasi Kebuli, 1/2 Ekor Ayam Western",
"Oct 27 2025, 18:59","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3017266060,5,,Paket Berkah 2 Kebuli,
"Oct 27 2025, 18:08","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3017195060,4,,"1 Ekor Ayam Western, BBQ Sauce",
"Oct 27 2025, 17:40","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3017158798,5,,Paket Mabar 4 Kebuli,
"Oct 27 2025, 17:31","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3017146928,4,,1 Ekor Ayam Western,
"Oct 27 2025, 15:55","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3017043070,5,,"1 Ekor Ayam Original, Sambel Ijo, Sambel Dower",
"Oct 27 2025, 13:49","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3016942155,4,,Paket Berkah 2 Kebuli,CANNED_RESPONSE_PORTION
"Oct 27 2025, 12:40","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3016877410,5,,"1 Ekor Ayam Western, Squash Melon, Sambel Tomat, Squash Lychee","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 27 2025, 11:51","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3016817085,5,,"1 Ekor Ayam Western, Es Teh",
"Oct 27 2025, 11:18","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3016774864,5,,"Paket Berkah 2 Kebuli, 1/4 Ekor Ayam Western",
"Oct 27 2025, 11:15","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3016769780,5,,1 Ekor Ayam Original,"CANNED_RESPONSE_TASTE, CANNED_RESPONSE_VALUE"
"Oct 27 2025, 10:42","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3016731679,5,,"Hot Cheese Sauce, Paket Berkah 1 Putih",
"Oct 27 2025, 10:03","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3016694788,5,,"1 Ekor Ayam Original, Hot Cheese Sauce, Blackpaper Sauce, Nasi Putih",
"Oct 27 2025, 09:54","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3016688532,5,,Paket Berkah 1 Putih,CANNED_RESPONSE_TASTE
"Oct 27 2025, 09:54","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3016688425,5,,"Nasi Putih, 1/2 Ekor Ayam Original",
"Oct 27 2025, 09:45","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3016682671,5,,Paket Mabar 2 Kebuli,
"Oct 27 2025, 08:43","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3016648396,5,,1 Ekor Ayam Original,CANNED_RESPONSE_TASTE
"Oct 26 2025, 21:41","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3016528492,5,,Paket Mabar 4 Putih,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_CUTLERY, CANNED_RESPONSE_VALUE"
"Oct 26 2025, 18:37","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3016319593,5,,"Paket Duo Original dan Western, Sambel Ijo, 1/4 Ekor Ayam Original, 1/2 Ekor Ayam Western",
"Oct 26 2025, 18:20","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3016290181,5,,1/2 Ekor Ayam Original,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 26 2025, 17:37","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3016221216,5,,"Paket Berkah 3 Mandhi, 1/2 Ekor Ayam Western, Nasi Putih",
"Oct 26 2025, 15:32","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3016064621,5,,"Nasi Mandhi, 1/2 Ekor Ayam Western","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_VALUE"
"Oct 26 2025, 15:16","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3016047684,4,,"Sambel Ijo, 1/4 Ekor Ayam Original, BBQ Sauce, Nasi Kebuli, 1/4 Ekor Ayam Western",
"Oct 26 2025, 14:19","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3015986799,5,,1 Ekor Ayam Western,
"Oct 26 2025, 13:59","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3015964313,1,,Paket Mabar 2 Kebuli,
"Oct 26 2025, 12:02","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3015798107,5,,"Sambel Tomat, 1/2 Ekor Ayam Western",
"Oct 26 2025, 11:58","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3015791915,5,,1 Ekor Ayam Original,
"Oct 26 2025, 11:36","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3015754574,5,,"1 Ekor Ayam Western, Nasi Kebuli",
"Oct 26 2025, 11:27","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3015739402,5,,"1/4 Ekor Ayam Western, Sambel Korek",
"Oct 26 2025, 11:22","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3015730861,4,,"Nasi Kebuli, 1/2 Ekor Ayam Western, 1/4 Ekor Ayam Original, Sambel Tomat",
"Oct 26 2025, 11:04","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3015702122,5,,1 Ekor Ayam Western,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 26 2025, 10:47","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3015675588,5,,1 Ekor Ayam Western,
"Oct 26 2025, 10:45","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3015673945,5,,"Hot Cheese Sauce, BBQ Sauce, Paket Mabar 1 Mandhi, Paket Mabar 1 Kebuli",
"Oct 26 2025, 10:37","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3015663171,5,,1 Ekor Ayam Western,
"Oct 26 2025, 10:21","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3015641898,5,,"1/2 Ekor Ayam Original, 1/2 Ekor Ayam Western",
"Oct 26 2025, 10:14","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3015632462,5,,"1 Ekor Ayam Western, Sambel Dower, Nasi Putih, Nasi Kebuli",
"Oct 26 2025, 09:29","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3015586983,5,,"Paket Mabar 2 Kebuli, Hot Cheese Sauce","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 26 2025, 06:47","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3015487580,4,,"Nasi Mandhi, Sambel Tomat, BBQ Sauce, Cheese Sauce, 1 Ekor Ayam Western",
"Oct 25 2025, 20:02","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3015283163,5,,Paket Berkah 3 Mandhi,
"Oct 25 2025, 17:36","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3015054760,5,,"BBQ Sauce, Hot Cheese Sauce, 1/4 Ekor Ayam Western",
"Oct 25 2025, 16:58","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3015008141,5,,Paket Mabar 1 Kebuli,
"Oct 25 2025, 16:33","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3014981263,4,,Paket Mabar 2 Kebuli,
"Oct 25 2025, 14:34","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3014864476,4,,"Nasi Kebuli, Sambel Dower, 1/4 Ekor Ayam Original",
"Oct 25 2025, 12:37","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3014723095,5,,"1/4 Ekor Ayam Original, Paket Berkah 1 Putih, Paket Berkah 2 Kebuli",
"Oct 25 2025, 12:26","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3014706434,5,,"1/2 Ekor Ayam Western, Sambel Dower","CANNED_RESPONSE_TASTE, CANNED_RESPONSE_VALUE"
"Oct 25 2025, 12:07","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3014677928,5,,"1 Ekor Ayam Original, Sambel Korek",
"Oct 25 2025, 11:18","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3014601453,5,,"1/2 Ekor Ayam Western, Cheese Sauce",
"Oct 25 2025, 11:09","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3014587639,5,,Paket Mabar 2 Kebuli,
"Oct 25 2025, 10:57","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3014571233,5,,1 Ekor Ayam Original,
"Oct 25 2025, 10:53","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3014566129,4,,Paket Duo Original dan Western,
"Oct 25 2025, 10:05","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3014508643,5,,"1 Ekor Ayam Western, Nasi Putih",
"Oct 25 2025, 09:00","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3014453455,5,,1 Ekor Ayam Original,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 25 2025, 08:53","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3014449044,5,,Paket Mabar 4 Kebuli,"CANNED_RESPONSE_TASTE, CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 25 2025, 07:42","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3014408175,5,,1 Ekor Ayam Original,
