Tanggal Transaksi,Nama Resto,Tipe Pesanan,Nomor Pesanan,Rating untuk Resto,Review,Nama Menu,Tag yang Dipilih
"Oct 7 2025, 17:12","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2997541111,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_PACKAGING"
"Oct 7 2025, 17:06","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2997534721,5,,1 Ekor Ayam Western,
"Oct 7 2025, 13:16","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2997330165,5,,"Hot Cheese Sauce, Korean Samyang Sauce, Sambel Dower, Sambel Korek, Cheese Sauce, Blackpaper Sauce, Onion Mayo Sauce, Sambel Tomat, 1 Ekor Ayam Western, BBQ Sauce, Sambel Ijo",
"Oct 7 2025, 11:49","Ayam Guling Enakko, Dalung",Gofood Delivery,F-2997231303,5,,"Nasi Putih, 1 Ekor Ayam Western",
"Oct 7 2025, 11:48","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2997229604,5,,"Korean Samyang Sauce, 1 Ekor Ayam Western",
"Oct 7 2025, 10:26","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2997126569,5,,1 Ekor Ayam Original,
"Oct 7 2025, 10:04","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2997105269,4,,"1 Ekor Ayam Original, Nasi Kebuli",
"Oct 7 2025, 09:10","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2997068411,4,,Paket Berkah 2 Kebuli,
"Oct 7 2025, 09:06","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-2997066129,5,,"Nasi Kebuli, 1 Ekor Ayam Western, Blackpaper Sauce",
"Oct 7 2025, 09:02","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2997063629,5,,Paket Mabar 1 Kebuli,
"Oct 6 2025, 19:06","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2996777815,5,,"Reguler Burger, Paket Mabar 1 Mandhi",
"Oct 6 2025, 18:49","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2996752895,5,,1/2 Ekor Ayam Western,
"Oct 6 2025, 17:46","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2996662774,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 6 2025, 17:37","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2996650725,5,,"Nasi Kebuli, 1 Ekor Ayam Western",
"Oct 6 2025, 16:22","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2996566858,5,,"1 Ekor Ayam Western, Nasi Putih","CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE"
"Oct 6 2025, 14:56","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2996491837,5,,Paket Mabar 2 Putih,
"Oct 6 2025, 14:46","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2996483212,5,,"1 Ekor Ayam Original, Nasi Kebuli",
"Oct 6 2025, 11:54","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2996306241,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 6 2025, 10:58","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-2996229426,5,,Paket Mabar 2 Putih,
"Oct 6 2025, 10:16","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2996184401,5,,"1 Ekor Ayam Original, Sambel Korek, Paket Berkah 2 Kebuli, Nasi Kebuli",
"Oct 5 2025, 17:57","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-2995720545,5,,"1 Ekor Ayam Original, Cheese Sauce",
"Oct 5 2025, 17:37","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2995689649,5,,"1 Ekor Ayam Western, Hot Cheese Sauce, Cheese Sauce, Paket Mabar 1 Mandhi",
"Oct 5 2025, 17:14","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2995657088,1,Tidak sesuai dengan orseran katanya isi es teh tapi tidak!,"Hot Cheese Sauce, Onion Mayo Sauce, Paket Berkah 2 Kebuli",
"Oct 5 2025, 16:41","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2995614819,5,,1 Ekor Ayam Original,
"Oct 5 2025, 16:05","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2995571805,5,,1 Ekor Ayam Original,
"Oct 5 2025, 15:22","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2995524993,5,,"Nasi Kebuli, 1/2 Ekor Ayam Original","CANNED_RESPONSE_PORTION, CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_VALUE"
"Oct 5 2025, 14:24","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-2995458738,5,,"Onion Mayo Sauce, 1/2 Ekor Ayam Original, 1/4 Ekor Ayam Western",
"Oct 5 2025, 13:53","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2995420159,5,,"Nasi Putih, 1 Ekor Ayam Original, Sambel Korek",
"Oct 5 2025, 13:39","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2995401554,5,,Paket Mabar 4 Kebuli,
"Oct 5 2025, 13:06","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2995353573,5,,Paket Berkah 2 Kebuli,
"Oct 5 2025, 12:50","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2995329663,1,Es teh nggak dikasih,Paket Berkah 2 Kebuli,
"Oct 5 2025, 12:22","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2995285397,5,,"Nasi Kebuli, Paket Mabar 2 Kebuli",
"Oct 5 2025, 11:54","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2995238111,5,,Paket Duo Western,
"Oct 5 2025, 11:30","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-2995197577,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_VALUE"
"Oct 5 2025, 11:14","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2995169681,5,,Paket Mabar 1 Kebuli,
"Oct 5 2025, 10:54","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2995137526,5,,Paket Berkah 1 Putih,
"Oct 5 2025, 10:13","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-2995081826,5,,1 Ekor Ayam Original,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_VALUE"
"Oct 5 2025, 09:56","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2995061778,5,,"1/2 Ekor Ayam Western, Sambel Dower, Sambel Korek, Nasi Kebuli",
"Oct 5 2025, 09:46","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-2995051908,3,"mau dada keduanya, tapi malah dapet paha keduanya 🥲","Paket Mabar 1 Kebuli, Sambel Korek",
"Oct 5 2025, 09:09","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2995017613,5,,1 Ekor Ayam Western,
"Oct 5 2025, 08:21","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2994983870,1,,"1/2 Ekor Ayam Western, Paket Berkah 2 Kebuli",
"Oct 5 2025, 07:43","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-2994962050,5,,Paket Berkah 1 Putih,
"Oct 4 2025, 19:30","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2994688652,5,,"Cheese Sauce, 1 Ekor Ayam Western, Sambel Korek",
"Oct 4 2025, 18:25","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2994580536,5,,Paket Berkah 1 Putih,
"Oct 4 2025, 18:04","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2994546731,1,,"1/2 Ekor Ayam Western, Korean Samyang Sauce, 1/2 Ekor Ayam Original, Nasi Kebuli",
"Oct 4 2025, 17:58","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-2994538658,5,,"Nasi Kebuli, Paket Duo Original dan Western",
"Oct 4 2025, 17:39","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2994510731,5,,"1 Ekor Ayam Western, Blackpaper Sauce",
"Oct 4 2025, 17:25","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2994492548,5,,1 Ekor Ayam Western,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 4 2025, 17:15","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2994479889,5,,Paket Mabar 2 Kebuli,
"Oct 4 2025, 15:20","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2994356483,5,,Paket Berkah 2 Kebuli,
"Oct 4 2025, 14:09","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2994280097,4,,Paket Berkah 1 Putih,
"Oct 4 2025, 13:51","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-2994258932,5,,1 Ekor Ayam Western,
"Oct 4 2025, 13:10","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-2994205771,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 4 2025, 13:02","Ayam Guling Enakko, Dalung",Gofood Delivery,F-2994195121,4,,Paket Mabar 1 Kebuli,
"Oct 4 2025, 12:55","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2994185618,5,,"1/4 Ekor Ayam Western, Nasi Kebuli",
"Oct 4 2025, 12:00","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2994098602,5,,"1 Ekor Ayam Western, Sambel Ijo",
"Oct 4 2025, 11:34","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-2994057205,5,,"Sambel Korek, Sambel Dower, 1/2 Ekor Ayam Original",
"Oct 4 2025, 11:33","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-2994055196,5,,1 Ekor Ayam Original,
"Oct 4 2025, 11:29","Ayam Guling Enakko, Dalung",Gofood Delivery,F-2994048470,5,,"1 Ekor Ayam Original, Sambel Korek, Cheese Sauce, Sambel Ijo, Korean Samyang Sauce",
"Oct 4 2025, 11:25","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2994042659,5,,"Nasi Kebuli, 1/2 Ekor Ayam Original, Nasi Putih",
"Oct 4 2025, 11:21","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2994036435,5,,1 Ekor Ayam Original,
"Oct 4 2025, 10:48","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2993984710,5,,1 Ekor Ayam Western,
"Oct 4 2025, 10:29","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2993961053,5,,Paket Mabar 1 Mandhi,
"Oct 4 2025, 10:25","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2993955739,5,,"Paket Berkah 1 Putih, 1/4 Ekor Ayam Western, Nasi Kebuli",
"Oct 4 2025, 10:06","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2993933187,5,,Paket Mabar 1 Kebuli,
"Oct 4 2025, 10:04","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2993929873,5,,Paket Mabar 1 Kebuli,
"Oct 4 2025, 09:58","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2993923976,5,,1/2 Ekor Ayam Western,
"Oct 4 2025, 09:05","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2993878789,5,,1 Ekor Ayam Western,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 4 2025, 08:32","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-2993857085,5,,1 Ekor Ayam Western,
"Oct 3 2025, 20:08","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2993622283,5,,Paket Mabar 1 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_PACKAGING"
"Oct 3 2025, 19:55","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2993607566,5,,1 Ekor Ayam Original,
"Oct 3 2025, 19:12","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-2993547283,5,,Paket Berkah 3 Mandhi,
"Oct 3 2025, 18:31","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2993483547,5,,Paket Berkah 2 Kebuli,
"Oct 3 2025, 18:27","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2993478314,5,,"1 Ekor Ayam Western, Nasi Kebuli",
"Oct 3 2025, 17:48","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-2993422030,4,,Paket Mabar 4 Kebuli,CANNED_RESPONSE_TASTE
"Oct 3 2025, 17:36","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2993407661,5,,"Sambel Ijo, Nasi Putih, 1 Ekor Ayam Western",
"Oct 3 2025, 17:32","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2993402658,5,,Paket Berkah 1 Putih,
"Oct 3 2025, 17:11","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2993378357,5,,"Sambel Korek, 1 Ekor Ayam Western",
"Oct 3 2025, 16:53","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2993359960,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 3 2025, 16:25","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2993333215,5,,"1/2 Ekor Ayam Western, Paket Berkah 2 Kebuli",
"Oct 3 2025, 16:20","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2993328495,4,,"Squash Lychee, 1/2 Ekor Ayam Western",
"Oct 3 2025, 16:07","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2993316005,5,,1 Ekor Ayam Western,
"Oct 3 2025, 15:51","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2993302116,5,,"Nasi Kebuli, 1/4 Ekor Ayam Original, 1/2 Ekor Ayam Original, Sambel Tomat",
"Oct 3 2025, 15:17","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-2993272491,5,,"Air Mineral, Nasi Putih, Paket Berkah 1 Putih, Paket Berkah 2 Kebuli",
"Oct 3 2025, 10:50","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2992965014,5,,"Onion Mayo Sauce, 1 Ekor Ayam Western",
"Oct 3 2025, 10:23","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-2992931847,5,,"Nasi Kebuli, Paket Mabar 2 Mandhi",
"Oct 3 2025, 09:56","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2992904599,5,,1 Ekor Ayam Western,"CANNED_RESPONSE_PORTION, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_CUTLERY, CANNED_RESPONSE_VALUE"
"Oct 3 2025, 08:50","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2992859707,5,,"Sambel Korek, 1 Ekor Ayam Western, Nasi Putih",
"Oct 2 2025, 18:39","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2992528598,5,,"1/2 Ekor Ayam Western, Nasi Kebuli, Hot Cheese Sauce",
"Oct 2 2025, 18:35","Ayam Guling Enakko, Dalung",Gofood Delivery,F-2992522846,5,,1 Ekor Ayam Original,
"Oct 2 2025, 17:17","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2992415612,5,,Paket Mabar 4 Kebuli,
"Oct 2 2025, 17:10","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2992406908,5,,1 Ekor Ayam Western,
"Oct 2 2025, 15:38","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-2992313796,5,,1/2 Ekor Ayam Western,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE"
"Oct 2 2025, 14:57","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2992277325,5,,"Paket Berkah 1 Putih, Paket Mabar 1 Kebuli",
"Oct 2 2025, 12:40","Ayam Guling Enakko, Dalung",Gofood Delivery,F-2992148098,5,,"Paket Berkah 1 Putih, Nasi Putih",
"Oct 2 2025, 12:28","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2992134480,5,,"1 Ekor Ayam Western, Nasi Kebuli",
"Oct 2 2025, 12:17","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-2992119871,5,,Paket Mabar 1 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE"
"Oct 2 2025, 11:56","Ayam Guling Enakko, Dalung",Gofood Delivery,F-2992091937,5,,Paket Berkah 2 Kebuli,
"Oct 2 2025, 10:53","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-2992003919,5,,"Paket Berkah 2 Kebuli, Reguler Burger",
"Oct 2 2025, 10:39","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2991987825,5,,1/4 Ekor Ayam Western,CANNED_RESPONSE_TASTE
"Oct 2 2025, 10:29","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2991976368,5,,Paket Berkah 3 Mandhi,
"Oct 2 2025, 10:25","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2991971962,5,,"Paket Mabar 1 Kebuli, Paket Berkah 2 Kebuli, Paket Berkah 1 Putih",
"Oct 2 2025, 09:57","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-2991944939,5,,1 Ekor Ayam Original,
"Oct 2 2025, 09:44","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-2991934881,5,,"Paket Berkah 2 Kebuli, Paket Berkah 1 Putih",
"Oct 2 2025, 09:01","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2991906780,5,,1 Ekor Ayam Western,
"Oct 1 2025, 19:59","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2991683548,5,,"Sambel Ijo, 1/4 Ekor Ayam Western, 1/4 Ekor Ayam Original",CANNED_RESPONSE_TASTE
"Oct 1 2025, 19:09","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2991616727,5,,1 Ekor Ayam Western,
"Oct 1 2025, 18:36","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-2991566322,5,,"1 Ekor Ayam Western, Nasi Kebuli",
"Oct 1 2025, 17:55","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-2991506128,5,,"1/4 Ekor Ayam Western, Nasi Putih, 1/4 Ekor Ayam Original, Nasi Kebuli",
"Oct 1 2025, 16:56","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-2991435697,5,,1 Ekor Ayam Western,
"Oct 1 2025, 14:41","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-2991316568,5,,"Blackpaper Sauce, Cheese Sauce, Nasi Kebuli, 1 Ekor Ayam Western",
"Oct 1 2025, 14:08","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-2991288593,4,,1/2 Ekor Ayam Western,
"Oct 1 2025, 13:51","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-2991273465,5,,1 Ekor Ayam Western,
"Oct 1 2025, 12:05","Ayam Guling Enakko, Dalung",Gofood Delivery,F-2991159442,5,,Paket Berkah 2 Kebuli,
"Oct 1 2025, 11:34","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-2991117174,5,,Paket Berkah 2 Kebuli,
"Oct 1 2025, 10:34","Ayam Guling Enakko, Dalung",Gofood Delivery,F-2991038915,5,,"Paket Mabar 1 Kebuli, 1/4 Ekor Ayam Western, 1/2 Ekor Ayam Western",
"Oct 1 2025, 09:09","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-2990972487,5,,"Hot Cheese Sauce, Air Mineral, Paket Berkah 2 Kebuli, Es Teh","CANNED_RESPONSE_TASTE, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING"
